locality,state,postcode,count,latitude,longitude
Tandarook,VIC,3260,16,-38.313,143.1891
Jancourt,VIC,3266,16,-38.3683,143.0942
Purnim West,VIC,3278,16,-38.2977,142.5553
Winnap,VIC,3304,16,-37.9396,141.3221
Connewirricoo,VIC,3318,16,-37.1963,141.4708
Mafeking,VIC,3379,16,-37.3868,142.6165
Reedy Dam,VIC,3395,16,-35.9604,142.6407
Basalt,VIC,3460,16,-37.3086,144.0965
Eastville,VIC,3463,16,-36.8804,143.9567
Carapooee West,VIC,3477,16,-36.7146,143.2668
Dooboobetic,VIC,3478,16,-36.3783,143.1809
Corack East,VIC,3480,16,-36.1596,143.0535
Jeffcott,VIC,3480,16,-36.3181,143.1535
Whirily,VIC,3483,16,-35.9207,143.0291
Bunguluke,VIC,3527,16,-36.0656,143.3727
Burkes Bridge,VIC,3568,16,-35.8496,144.316
Nowie,VIC,3585,16,-35.3086,143.2784
Wanalta,VIC,3612,16,-36.6008,144.9022
Broken Creek,VIC,3673,16,-36.4377,145.8941
Bowser,VIC,3678,16,-36.3125,146.3629
Aberfeldy,VIC,3825,16,-37.6973,146.3674
Waygara,VIC,3888,16,-37.7469,148.318
Whitelaw,VIC,3950,16,-38.4298,145.7821
Calrossie,VIC,3971,16,-38.4959,146.6688
Hiawatha,VIC,3971,16,-38.5343,146.4673
Hunterston,VIC,3971,16,-38.5903,146.7884
Lynford,QLD,4342,16,-27.4736,152.4528
Lemontree,QLD,4357,16,-27.781,151.2987
Leslie,QLD,4370,16,-28.171,151.9111
Baroondah,QLD,4420,16,-25.7429,149.1403
Barringun,QLD,4490,16,-28.9045,145.7649
Pile Gully,QLD,4625,16,-25.7522,151.4867
Port Alma,QLD,4699,16,-23.5941,150.8035
Peak Vale,QLD,4721,16,-23.0663,147.4073
Kemmis,QLD,4742,16,-21.6163,148.3378
Stokes,QLD,4823,16,-18.6404,140.137
Brown Beach,SA,5222,16,-35.7995,137.8392
Shaugh,SA,5267,16,-35.9358,140.7985
Langs Landing,SA,5353,16,-34.5878,139.5919
Mingary,SA,5440,16,-32.1278,140.74
Broughton River Valley,SA,5454,16,-33.5533,138.5811
Palkagee,SA,5670,16,-33.4096,135.4878
William Creek,SA,5723,16,-28.9078,136.3384
Postans,WA,6167,16,-32.2188,115.8108
Holyoake,WA,6213,16,-32.7064,116.0637
Mordalup,WA,6258,16,-34.3217,116.6488
North Stirlings,WA,6338,16,-34.2206,118.0495
West Holleton,WA,6369,16,-32.0299,118.9966
Wyola West,WA,6407,16,-31.5486,117.3108
Badgerin Rock,WA,6475,16,-30.7707,117.3125
Dandanning,WA,6479,16,-30.9909,118.1851
Cataby,WA,6507,16,-30.7298,115.5319
Grey,WA,6521,16,-30.6608,115.1393
Mount Horner,WA,6525,16,-29.1523,115.1457
Bringo,WA,6532,16,-28.7416,114.8436
Lower Marshes,TAS,7030,16,-42.327,147.1958
Yarra Creek,TAS,7256,16,-39.9988,144.0873
Tonganah,TAS,7260,16,-41.186,147.5858
Powranna,TAS,7300,16,-41.683,147.2644
Lillico,TAS,7310,16,-41.1673,146.2901
Archer,NT,0830,15,-12.5198,130.9714
Hart,NT,0872,15,-22.9585,135.1272
Watinuma,NT,0872,15,-26.5209,131.8807
Rookwood,NSW,2141,15,-33.8674,151.0586
Myuna Bay,NSW,2264,15,-33.0605,151.534
Rixs Creek,NSW,2330,15,-32.5277,151.1397
St Clair,NSW,2330,15,-32.3699,151.2518
Green Hills,NSW,2365,15,-30.2602,151.7857
Kaputar,NSW,2390,15,-30.2836,150.1474
Elcombe,NSW,2404,15,-29.8489,150.3536
Callaghans Creek,NSW,2422,15,-31.8425,152.0326
Gangat,NSW,2422,15,-32.0203,152.0745
Old Station,NSW,2440,15,-31.0552,152.9228
Culmaran Creek,NSW,2469,15,-28.8675,152.6888
Dairy Flat,NSW,2474,15,-28.3787,152.6929
Stotts Creek,NSW,2487,15,-28.28,153.5107
Meryla,NSW,2577,15,-34.6605,150.3781
Coree,ACT,2611,15,-35.2859,148.9186
Guthega,NSW,2624,15,-36.3814,148.3732
Buckenderra,NSW,2630,15,-36.1733,148.7282
Glen Fergus,NSW,2630,15,-36.216,149.2506
Pine Valley,NSW,2630,15,-36.2469,149.0577
Waugorah,NSW,2711,15,-34.515,143.8031
Killimicat,NSW,2720,15,-35.2091,148.2296
Coxs Crown,NSW,2849,15,-32.7406,150.0455
Little Topar,NSW,2880,15,-31.7194,142.3214
Mepunga,VIC,3277,15,-38.4552,142.6767
Killara,VIC,3312,15,-37.7375,141.3727
Clover Flat,VIC,3315,15,-37.6014,141.5587
Bringalbert,VIC,3319,15,-36.8458,141.1552
Bulgana,VIC,3377,15,-37.1319,142.9951
Dobie,VIC,3377,15,-37.3406,143.0175
Dunneworthy,VIC,3377,15,-37.2025,143.046
Wattle Creek,VIC,3384,15,-36.9615,143.1113
Tooan,VIC,3409,15,-36.794,141.8059
Moyreisk,VIC,3477,15,-36.8716,143.3476
Rich Avon,VIC,3480,15,-36.4413,142.892
Curyo,VIC,3483,15,-35.8392,142.7526
Fiery Flat,VIC,3518,15,-36.4099,143.7999
Terrappee,VIC,3525,15,-36.1663,143.559
Kalpienung,VIC,3529,15,-35.8374,143.2643
Canary Island,VIC,3537,15,-36.008,143.8627
Creek View,VIC,3551,15,-36.6047,144.6407
Myola,VIC,3551,15,-36.6317,144.6563
Macorna North,VIC,3568,15,-35.8495,144.0952
Narrung,VIC,3597,15,-34.7799,143.2447
Moora,VIC,3612,15,-36.5947,144.9438
Thologolong,VIC,3691,15,-35.9796,147.4152
Boxwood,VIC,3725,15,-36.3212,145.8021
Havilah,VIC,3737,15,-36.6209,146.9007
Waterholes,VIC,3875,15,-37.647,147.7186
Bete Bolong North,VIC,3888,15,-37.5797,148.2944
Tidal River,VIC,3960,15,-39.0317,146.3219
Woolshed,QLD,4340,15,-27.6009,152.5034
Rangemore,QLD,4352,15,-26.9992,151.6605
Bulli Creek,QLD,4357,15,-27.9967,150.8736
Amosfield,QLD,4380,15,-28.6593,152.0655
Riverton,QLD,4385,15,-29.0806,151.4652
Wainui,QLD,4404,15,-27.3272,151.4539
Rywung,QLD,4413,15,-26.7218,150.479
Waikola,QLD,4420,15,-26.1565,149.2302
Mount Howe,QLD,4454,15,-25.2769,148.1975
Mount Moffatt,QLD,4465,15,-25.2094,147.8481
Upper Warrego,QLD,4477,15,-25.2165,147.2258
Walliebum,QLD,4655,15,-25.4206,152.7198
Cherwell,QLD,4660,15,-25.2776,152.5042
Argyll,QLD,4721,15,-23.2934,147.5661
No 5 Branch,QLD,4856,15,-17.7262,146.0081
Mundoo Island,SA,5214,15,-35.548,138.9254
Frahns,SA,5238,15,-34.8911,139.3623
Lindley,SA,5320,15,-33.919,139.6059
Notts Well,SA,5357,15,-34.4196,139.7949
Rocky Plain,SA,5381,15,-34.0181,139.1535
Hardy,SA,5422,15,-32.9882,139.2191
Dalkey,SA,5461,15,-34.1865,138.4326
Hoskin Corner,SA,5461,15,-34.2013,138.461
Saints,SA,5461,15,-34.1541,138.3371
Germein Bay,SA,5495,15,-33.1354,138.0513
Port Arthur,SA,5552,15,-34.1209,138.0868
Hope Gap,SA,5555,15,-33.6491,138.2049
False Bay,SA,5601,15,-32.9626,137.7055
Tootenilla,SA,5607,15,-34.6542,135.7864
Gawler Ranges,SA,5655,15,-32.5363,135.2445
Karrakatta,WA,6010,15,-31.9654,115.7978
Peron,WA,6168,15,-32.2761,115.7035
Buckingham,WA,6225,15,-33.3772,116.3305
Diamond Tree,WA,6258,15,-34.3553,116.1305
Alexandra Bridge,WA,6288,15,-34.1613,115.196
Pumphreys Bridge,WA,6308,15,-32.6705,116.8917
Murdong,WA,6317,15,-33.7531,117.5712
Cheynes,WA,6328,15,-34.8491,118.3587
Nairibin,WA,6350,15,-33.3321,117.9304
North Moulyinning,WA,6351,15,-33.1275,117.9035
Broke,WA,6398,15,-34.9736,116.6004
Norpa,WA,6415,15,-31.5763,118.374
Petrudor,WA,6468,15,-30.407,116.9879
Moondah,WA,6503,15,-31.3376,115.9808
Wandana,WA,6532,15,-28.2558,115.3099
Xantippe,WA,6609,15,-30.2554,117.0058
Ambania,WA,6632,15,-28.675,115.1525
Victoria Valley,TAS,7140,15,-42.2976,146.7048
Lughrata,TAS,7255,15,-39.9327,147.9121
Bungaree,TAS,7256,15,-39.7783,143.9143
South Mount Cameron,TAS,7264,15,-41.0127,147.9627
West Coast,TAS,7321,15,-41.4136,144.896
Fleming,NT,0822,14,-13.852,131.2986
Costello,NT,0872,14,-20.547,136.5372
Combo,NSW,2330,14,-32.5522,151.1825
Davis Creek,NSW,2336,14,-32.1675,151.1871
Keepit,NSW,2340,14,-30.8859,150.4963
Bookookoorara,NSW,2372,14,-28.7838,152.1003
Wylie Creek,NSW,2372,14,-28.553,152.1519
Upper Bingara,NSW,2404,14,-30.0704,150.6482
Pulganbar,NSW,2460,14,-29.4574,152.6885
Winegrove,NSW,2460,14,-29.548,152.6847
Mount Marsh,NSW,2469,14,-29.2838,152.8832
Warregah Island,NSW,2469,14,-29.3862,153.2258
Unumgar,NSW,2474,14,-28.4161,152.7455
Hayters Hill,NSW,2481,14,-28.6717,153.5828
Comerong Island,NSW,2540,14,-34.8723,150.7324
Watersleigh,NSW,2540,14,-34.856,150.5177
Paupong,NSW,2628,14,-36.6181,148.6743
Billilingra,NSW,2630,14,-36.0239,149.1215
Scotia,NSW,2648,14,-33.0976,141.7057
Nurenmerenmong,NSW,2649,14,-35.7911,148.2629
Belfrayden,NSW,2650,14,-35.1166,147.0548
Fargunyah,NSW,2656,14,-35.1213,146.7485
Murrin Bridge,NSW,2672,14,-33.2072,146.3709
Colo,NSW,2795,14,-33.7781,149.2794
Waldegrave,NSW,2800,14,-33.4368,149.0533
Dunville Loop,NSW,2849,14,-32.9188,150.1418
Murrumbo,NSW,2849,14,-32.4029,150.2549
Wilpinjong,NSW,2850,14,-32.3281,149.8743
Guntawang,NSW,2852,14,-32.3988,149.4381
Kenny,ACT,2911,14,-35.2211,149.1588
Grey River,VIC,3234,14,-38.6835,143.8387
Framlingham East,VIC,3265,14,-38.1961,142.7086
Curdies River,VIC,3268,14,-38.4484,142.9452
Knebsworth,VIC,3286,14,-37.9944,141.8676
Nangeela,VIC,3312,14,-37.4849,141.3421
Hesse,VIC,3321,14,-38.0866,143.8746
Mount Emu,VIC,3351,14,-37.6078,143.4021
Langi Kal Kal,VIC,3352,14,-37.3805,143.5003
Joel South,VIC,3384,14,-37.0619,143.0302
Arapiles,VIC,3409,14,-36.7343,141.8593
Lawloit,VIC,3418,14,-36.4222,141.4594
Neereman,VIC,3463,14,-36.9155,143.9613
Jeffcott North,VIC,3480,14,-36.2689,143.092
Boinka,VIC,3490,14,-35.2262,141.6092
Fernihurst,VIC,3518,14,-36.232,143.8674
Nine Mile,VIC,3518,14,-36.4378,143.4874
Skinners Flat,VIC,3518,14,-36.3611,143.5947
Nareewillock,VIC,3525,14,-36.1631,143.4378
Yeungroon East,VIC,3525,14,-36.3663,143.4253
Catumnal,VIC,3537,14,-36.0799,143.6221
Winnambool,VIC,3546,14,-34.9613,142.7631
Whipstick,VIC,3556,14,-36.6592,144.2767
Ulupna,VIC,3641,14,-35.8303,145.4667
Guys Forest,VIC,3709,14,-36.064,147.6554
Enochs Point,VIC,3723,14,-37.4218,146.1005
Thalloo,VIC,3825,14,-38.0877,146.308
Melwood,VIC,3875,14,-37.7387,147.5069
Cooeeimbardi,QLD,4313,14,-27.1165,152.4987
Lavelle,QLD,4357,14,-27.9955,151.2832
Cattle Creek,QLD,4407,14,-27.6711,150.7998
Minnie Downs,QLD,4478,14,-25.1026,145.8423
Jobs Gate,QLD,4490,14,-28.7811,146.7111
Tuen,QLD,4490,14,-28.5175,145.7635
Commissioners Flat,QLD,4514,14,-26.8663,152.8333
Deep Creek,QLD,4625,14,-25.6438,151.4869
Toondahra,QLD,4625,14,-25.924,151.3966
Coominglah Forest,QLD,4630,14,-24.8975,150.9783
Boonooroo Plains,QLD,4650,14,-25.5772,152.7732
Florence Bay,QLD,4819,14,-19.1187,146.8736
Fisher,QLD,4825,14,-20.7325,139.5155
Cardstone,QLD,4854,14,-17.8391,145.7035
Koombooloomba,QLD,4872,14,-17.7503,145.5727
Shelburne,QLD,4874,14,-11.8337,142.96
Yarraden,QLD,4892,14,-14.4378,143.3477
Castambul,SA,5076,14,-34.8698,138.7603
Stun'sail Boom,SA,5223,14,-35.9999,137.0206
Apamurra,SA,5237,14,-34.859,139.2002
Mount Barker Junction,SA,5251,14,-35.0282,138.8679
Ulooloo,SA,5419,14,-33.3221,138.93
Benbournie,SA,5453,14,-33.8025,138.5522
Coolillie,SA,5670,14,-33.4685,135.2354
Avon Valley National Park,WA,6084,14,-31.636,116.1886
Muja,WA,6225,14,-33.4248,116.3586
Lake Muir,WA,6258,14,-34.4564,116.6208
Burges,WA,6302,14,-31.8277,116.7804
Commodine,WA,6311,14,-32.7601,117.3131
Karloning,WA,6479,14,-30.6398,118.168
Wattoning,WA,6479,14,-30.7631,118.1998
Cooljarloo,WA,6507,14,-30.6663,115.4371
Mimegarra,WA,6507,14,-30.8458,115.5219
Milo,WA,6525,14,-29.2689,115.1745
Mount Adams,WA,6525,14,-29.3359,115.0184
Ellendale,WA,6532,14,-28.8775,114.9944
Derwent Bridge,TAS,7140,14,-42.131,146.2362
Mount Field,TAS,7140,14,-42.6819,146.6169
Mayberry,TAS,7304,14,-41.5674,146.2991
Couta Rocks,TAS,7330,14,-41.1727,144.6805
Cox Peninsula,NT,0822,13,-12.5439,130.7123
Flying Fox,NT,0852,13,-14.4595,134.0409
Murputja,NT,0872,13,-26.1625,130.1834
Sandover,NT,0872,13,-21.7636,135.588
Big Ridge,NSW,2330,13,-32.5766,151.2251
Dewitt,NSW,2422,13,-31.7936,151.7679
Hacks Ferry,NSW,2441,13,-31.3249,152.8216
Bago,NSW,2446,13,-31.4859,152.6663
Kyarran,NSW,2460,13,-29.5915,152.975
Yabbra,NSW,2469,13,-28.6264,152.5459
Lilyvale,NSW,2508,13,-34.1854,151.0197
The Brothers,NSW,2630,13,-36.3274,149.0778
Yanga,NSW,2711,13,-34.726,143.6324
Tumorrama,NSW,2720,13,-35.1699,148.4754
Sharps Creek,NSW,2729,13,-35.3999,148.0524
Mogo Creek,NSW,2775,13,-33.1677,151.0649
Black Hollow,NSW,2828,13,-31.1194,148.8707
Irymple,NSW,2835,13,-32.5476,145.5034
Narran Lake,NSW,2839,13,-29.8159,147.3274
Havilah,NSW,2850,13,-32.6339,149.7721
Cumbandry,NSW,2852,13,-32.3549,149.6078
Taroon,VIC,3265,13,-38.3356,142.8698
Pittong,VIC,3360,13,-37.6718,143.4791
Cross Roads,VIC,3373,13,-37.4914,143.2236
Denicull Creek,VIC,3377,13,-37.3395,142.9364
Frenchmans,VIC,3384,13,-36.9891,143.2088
Marnoo West,VIC,3387,13,-36.6981,142.7905
Sidonia,VIC,3444,13,-37.1582,144.5602
Rathscar,VIC,3465,13,-36.9733,143.5443
Cochranes Creek,VIC,3475,13,-36.6949,143.5885
Moolerr,VIC,3477,13,-36.6401,143.19
Laen,VIC,3480,13,-36.4379,142.7928
Glenalbyn,VIC,3517,13,-36.4907,143.7363
Teddywaddy,VIC,3527,13,-36.1998,143.3364
Teddywaddy West,VIC,3527,13,-36.1869,143.2197
Murnungin,VIC,3544,13,-35.6134,143.2386
Gerahmin,VIC,3546,13,-35.156,142.7907
Eaglehawk North,VIC,3556,13,-36.6993,144.2541
Appin,VIC,3579,13,-35.8848,143.8659
Milnes Bridge,VIC,3579,13,-35.7902,144.0803
Chillingollah,VIC,3585,13,-35.2696,143.0561
Nyrraby,VIC,3585,13,-35.2258,143.2234
Mount Major,VIC,3646,13,-36.3594,145.6939
Germantown,VIC,3741,13,-36.7473,147.0218
Carrajung South,VIC,3844,13,-38.3789,146.7862
Darriman,VIC,3851,13,-38.4484,146.9885
Nyerimilang,VIC,3909,13,-37.8737,147.9219
Balook,VIC,3971,13,-38.43,146.5609
Caboonbah,QLD,4312,13,-27.1497,152.4862
Cherry Gully,QLD,4370,13,-28.4113,152.0581
Yagaburne,QLD,4390,13,-28.0766,150.5278
Sujeewong,QLD,4413,13,-25.7416,150.5472
Pine Hills,QLD,4416,13,-26.906,149.9411
Redford,QLD,4467,13,-26.0044,147.3716
Dromedary,QLD,4718,13,-24.6056,149.1533
Quetta,QLD,4724,13,-23.1938,147.0765
Lake Proserpine,QLD,4800,13,-20.3827,148.3525
Clemant,QLD,4816,13,-19.1022,146.4643
Ranken,QLD,4825,13,-19.9844,137.267
Rungoo,QLD,4849,13,-18.5131,146.1843
Millbrook,SA,5231,13,-34.8149,138.814
Backy Point,SA,5601,13,-32.9109,137.7893
Douglas Point South,SA,5601,13,-32.8648,137.7991
Maltee,SA,5690,13,-32.0765,133.9461
Wilga West,WA,6243,13,-33.694,116.2015
Callcup,WA,6260,13,-34.5351,115.9738
Contine,WA,6311,13,-32.8478,117.0143
Nippering,WA,6350,13,-33.2661,117.6841
South Kukerin,WA,6352,13,-33.2466,118.1252
Rossmore,WA,6401,13,-31.4064,116.7614
Ghooli,WA,6426,13,-31.1964,119.4726
Kanowna,WA,6431,13,-30.4471,121.3529
Barbalin,WA,6479,13,-30.9145,118.1171
Cowcowing,WA,6485,13,-31.0061,117.4683
Holmwood,WA,6522,13,-29.0343,115.5864
Mooriary,WA,6522,13,-29.2872,115.3314
Mount Budd,WA,6522,13,-29.2021,115.6387
West Binnu,WA,6532,13,-27.9824,114.4261
Ord River,WA,6770,13,-17.7361,128.2535
Killora,TAS,7150,13,-43.0941,147.3236
Burns Creek,TAS,7212,13,-41.4563,147.4808
South Nietta,TAS,7315,13,-41.4143,146.0677
Koolpinyah,NT,0822,12,-12.4212,131.139
Buchanan,NT,0852,12,-17.5874,129.6945
Warumbul,NSW,2232,12,-34.0727,151.1022
Little Pelican,NSW,2281,12,-33.0793,151.6428
Obanvale,NSW,2330,12,-32.518,151.1637
Kings Plains,NSW,2360,12,-29.6247,151.4353
Old Mill,NSW,2369,12,-29.9048,151.2035
Yellow Dam,NSW,2371,12,-29.3845,151.4063
Bombah Point,NSW,2423,12,-32.482,152.2687
Ashby Island,NSW,2463,12,-29.4268,153.2047
Joes Box,NSW,2469,12,-28.6689,152.5895
Sandilands,NSW,2469,12,-28.8924,152.6569
Simpkins Creek,NSW,2469,12,-28.837,152.7757
Rukenvale,NSW,2474,12,-28.4692,152.8936
Sawpit Creek,NSW,2474,12,-28.3796,152.8509
Dangelong,NSW,2630,12,-36.3308,149.2698
Cambalong,NSW,2632,12,-36.9094,149.1315
Gunningrah,NSW,2632,12,-36.7236,149.1496
Pine Camp,NSW,2648,12,-33.6853,141.2249
French Park,NSW,2655,12,-35.2652,146.9293
Bundure,NSW,2700,12,-35.1844,145.8941
Windowie,NSW,2720,12,-35.3673,148.1395
Stony Crossing,NSW,2734,12,-35.0924,143.5646
Mellong,NSW,2756,12,-33.1565,150.6905
Perrys Crossing,NSW,2775,12,-33.1991,150.9713
Pigeonbah,NSW,2824,12,-31.5571,148.0644
Snakes Plain,NSW,2824,12,-31.7771,147.7841
Merrigal,NSW,2827,12,-31.4956,148.2524
Nebea,NSW,2829,12,-30.8669,148.5463
Lee Creek,NSW,2849,12,-32.5333,150.134
Fowlers Gap,NSW,2880,12,-31.3904,141.6898
Point Wilson,VIC,3212,12,-38.0287,144.4983
Cabbage Tree,VIC,3364,12,-37.4539,143.9028
Wallaloo East,VIC,3387,12,-36.802,142.9229
Kenmare,VIC,3395,12,-35.9279,142.2036
Jil Jil,VIC,3483,12,-35.811,142.9581
Banyan,VIC,3485,12,-35.6154,142.8018
Wedderburn Junction,VIC,3518,12,-36.4362,143.6965
Woodstock On Loddon,VIC,3551,12,-36.7736,144.0157
Gladfield,VIC,3575,12,-36.066,143.955
Meering West,VIC,3579,12,-35.9039,143.704
Pira,VIC,3585,12,-35.2533,143.3669
Broadlands,VIC,3875,12,-37.8489,147.675
Southern Moreton Bay Islands,QLD,4208,12,-27.7386,153.3953
Murrumba,QLD,4312,12,-27.2025,152.4631
Spring Bluff,QLD,4352,12,-27.4639,151.9748
Purrawunda,QLD,4356,12,-27.5216,151.6166
Sabine,QLD,4401,12,-27.3539,151.7159
Coorada,QLD,4420,12,-24.9221,149.5429
Upper Dawson,QLD,4454,12,-25.3873,148.6198
Lumeah,QLD,4478,12,-25.2858,145.7116
Mount Lawless,QLD,4625,12,-25.544,151.6481
Tandora,QLD,4650,12,-25.4485,152.8248
Molangul,QLD,4671,12,-24.7774,151.5302
Wura,QLD,4714,12,-23.7884,150.3419
Town Common,QLD,4810,12,-19.2243,146.7724
Montarra,SA,5172,12,-35.2615,138.6158
Wombats Rest,SA,5320,12,-34.1169,139.6706
Bakara Well,SA,5354,12,-34.5678,139.8196
Rochester,SA,5464,12,-33.6963,138.5055
Fountain,SA,5607,12,-34.5968,135.6383
Uley,SA,5607,12,-34.7232,135.6261
Witera,SA,5671,12,-33.1421,134.5785
Maryvale,SA,5680,12,-32.8499,134.449
Pureba,SA,5680,12,-32.1605,134.4948
Carriewerloo,SA,5715,12,-32.3436,137.5762
Kingston,WA,6256,12,-34.1106,116.2988
Wilgarrup,WA,6258,12,-34.1448,116.2094
Lake Jasper,WA,6260,12,-34.3667,115.6998
Peerabeelup,WA,6260,12,-34.3358,115.769
Shannon,WA,6262,12,-34.5961,116.3228
South Glencoe,WA,6317,12,-33.5301,117.6689
Goomarin,WA,6415,12,-31.2379,118.4154
Mount Ney,WA,6447,12,-33.4424,122.4411
Mount Erin,WA,6532,12,-28.5624,114.8634
South Yuna,WA,6532,12,-28.3495,115.0005
Steppes,TAS,7030,12,-42.0777,146.8572
Ida Bay,TAS,7109,12,-43.442,146.9025
Savage River,TAS,7321,12,-41.5159,145.2165
Kakadu,NT,0822,11,-12.7782,132.6126
Gregory,NT,0852,11,-15.7906,130.7775
Mount Zeil,NT,0872,11,-23.4891,132.5458
Mt Liebig,NT,0872,11,-23.2661,131.2736
Lucas Heights,NSW,2234,11,-34.0381,150.9744
Callaghan,NSW,2308,11,-32.8951,151.7061
Gouldsville,NSW,2330,11,-32.5766,151.0907
Bengalla,NSW,2333,11,-32.2931,150.8177
Limestone,NSW,2361,11,-29.2121,151.0365
Wallis Lake,NSW,2428,11,-32.2072,152.4877
Cascade,NSW,2453,11,-30.2402,152.7844
Marengo,NSW,2453,11,-30.1843,152.3893
Moonpar,NSW,2453,11,-30.2361,152.6162
Deep Creek,NSW,2460,11,-29.1553,152.6445
Lionsville,NSW,2460,11,-29.1965,152.5198
Sandy Crossing,NSW,2460,11,-29.7647,153.0954
Lower Duck Creek,NSW,2469,11,-28.733,152.5389
Babyl Creek,NSW,2470,11,-28.7214,152.8001
Sextonville,NSW,2470,11,-28.6733,152.8053
Cedar Creek,NSW,2484,11,-28.418,153.2569
Maddens Plains,NSW,2508,11,-34.2685,150.9357
Yadboro,NSW,2539,11,-35.3789,150.2159
Nimmo,NSW,2628,11,-36.1755,148.6459
Coolumbooka,NSW,2632,11,-36.8962,149.3234
Melbergen,NSW,2669,11,-33.7514,146.0066
Argoon,NSW,2707,11,-34.891,145.6898
State Mine Gully,NSW,2790,11,-33.4548,150.1763
Millah Murrah,NSW,2795,11,-33.1845,149.5827
Yarras,NSW,2795,11,-33.3594,149.6727
Mount Foster,NSW,2824,11,-31.1839,147.5763
Hungerford,NSW,2840,11,-29.1702,144.5791
Noorat East,VIC,3265,11,-38.202,142.9754
Waarre,VIC,3269,11,-38.5798,143.0486
Victoria Point,VIC,3294,11,-37.5319,142.2233
Caralulup,VIC,3371,11,-37.1946,143.6511
Aubrey,VIC,3393,11,-36.2264,142.224
Englefield,VIC,3407,11,-37.321,141.8111
Bradford,VIC,3463,11,-36.9229,144.0813
Corack,VIC,3480,11,-36.1832,143.0261
Lawler,VIC,3480,11,-36.3722,142.7456
Massey,VIC,3482,11,-36.2199,142.8451
Warmur,VIC,3482,11,-36.0952,142.7439
Karyrie,VIC,3483,11,-35.9409,142.8582
Yarraberb,VIC,3516,11,-36.5829,144.0511
Glenloth East,VIC,3527,11,-36.0584,143.4579
Cannie,VIC,3540,11,-35.7553,143.4476
Bolton,VIC,3546,11,-34.9644,142.9137
Painswick,VIC,3551,11,-36.7921,143.7478
Terrick Terrick East,VIC,3573,11,-36.1274,144.3679
Meatian,VIC,3585,11,-35.5732,143.3471
Bravington,VIC,3821,11,-38.0833,145.9215
Callignee North,VIC,3844,11,-38.315,146.6104
Licola North,VIC,3858,11,-37.5063,146.5422
Grand Ridge,VIC,3870,11,-38.4747,146.3702
Tonghi Creek,VIC,3890,11,-37.5718,149.0644
Wallagaraugh,VIC,3891,11,-37.4379,149.7154
Bingo Munjie,VIC,3898,11,-37.0126,147.5683
Mount Moriah,QLD,4403,11,-27.4756,151.484
Blairmore,QLD,4625,11,-25.7984,151.8919
Tablelands,QLD,4680,11,-24.2995,150.9284
Woolein,QLD,4702,11,-24.2545,150.1724
Leydens Hill,QLD,4714,11,-23.6132,150.4083
Winchester,QLD,4721,11,-22.2466,148.1648
Diamantina Lakes,QLD,4735,11,-23.8295,141.0391
Barkly,QLD,4825,11,-20.4838,138.244
Lyndhurst,QLD,4871,11,-19.1981,144.2238
Macalister Range,QLD,4871,11,-16.7941,145.6649
Julanka Holdings,SA,5238,11,-34.8731,139.5433
Old Teal Flat,SA,5238,11,-34.871,139.5427
Teal Flat,SA,5238,11,-34.8867,139.5602
Laurie Park,SA,5271,11,-36.9967,140.9518
Cadell Lagoon,SA,5321,11,-34.0347,139.7545
Hallelujah Hills,SA,5381,11,-33.8753,139.0592
Puntabie,SA,5680,11,-32.2347,134.0939
Arcoona,SA,5720,11,-31.1958,136.4929
Lyalls Mill,WA,6225,11,-33.4705,116.1183
Biddelia,WA,6260,11,-34.2338,115.7617
Yoganup,WA,6275,11,-33.7406,115.5498
Lol Gray,WA,6311,11,-32.7473,117.0193
Collanilling,WA,6315,11,-33.237,117.5253
Gundaring,WA,6315,11,-33.3199,117.5006
Lime Lake,WA,6315,11,-33.3878,117.385
Dunn Rock,WA,6355,11,-33.3074,119.4861
Yoting,WA,6383,11,-31.9779,117.5733
Cunjardine,WA,6401,11,-31.4504,116.846
Waddington,WA,6509,11,-30.8012,116.2848
Dindiloa,WA,6532,11,-28.4387,114.7936
Lyndon,WA,6701,11,-23.1238,113.8793
Meda,WA,6728,11,-17.3222,123.7658
Apslawn,TAS,7190,11,-41.972,148.154
Friendly Beaches,TAS,7215,11,-41.9881,148.254
Wickham,TAS,7256,11,-39.6163,143.9764
Alberton,TAS,7263,11,-41.2841,147.7867
Shoal Bay,NT,0830,10,-12.4037,131.0225
Manbulloo,NT,0852,10,-14.6729,132.232
Anatye,NT,0872,10,-22.7889,136.7764
Hale,NT,0872,10,-23.6908,134.2246
Port Stephens,NSW,2317,10,-32.7144,152.0515
Garland Valley,NSW,2330,10,-32.9224,150.7174
Hambledon Hill,NSW,2330,10,-32.5981,151.1242
Lemington,NSW,2330,10,-32.4841,150.956
Wimborne,NSW,2346,10,-30.6865,150.669
Mayvale,NSW,2347,10,-30.4016,150.4212
Gostwyck,NSW,2358,10,-30.7041,151.6207
Newstead,NSW,2360,10,-29.8291,151.3732
Swanbrook,NSW,2360,10,-29.7216,151.227
Spring Mountain,NSW,2370,10,-29.8265,151.4987
Debenham,NSW,2446,10,-31.4733,152.2366
Gorge Creek,NSW,2469,10,-28.7433,152.6835
Bungabbee,NSW,2480,10,-28.7692,153.1358
Pointer Mountain,NSW,2539,10,-35.2653,150.3813
Environa,ACT,2620,10,-35.3945,149.1826
Jincumbilly,NSW,2631,10,-36.7097,149.2216
Paddys Flat,NSW,2632,10,-37.0487,149.2917
